,Graze name,Cone,Color,Testing,Surface,Firing,Transparency,Recipe1,Recipe2,Recipe3,Recipe4,Recipe5,Recipe6,Recipe7,Recipe8,Recipe9,Recipe10,Recipe11,Recipe12,Recipe13
626,Synthetic Esturine Mud,8 - 10,brown,Untested,,Ox. or Red.,,Feldspar FFF	12.92,Dolomite	13.82,Whiting	2.87,Ball clay	31.77,Red clay	23.39,Flint	15.24,Red iron oxide	3.17,Titanium dioxide	0.35,Manganese dioxide	0.21,,,,
627,Synthetic Nuka,9 - 10,white,Untested,?,Ox. or Red.,,Custer feldspar	35.60,Whiting	21.80,Talc	2.00,Bone ash	2.00,OM-4 Ball clay	5.90,Silica	29.70,Ferro Frit 3134	3.00,,,,,,
628,TAFFY V.C. AA,9-10,Yellow,Tested,Matte,Reduction,Semi-opaque,Cornwall Stone	46.00,Whiting	34.00,EPK	20.00,Titanium dioxide	6.00,Red iron oxide	4.00,,,,,,,,
629,Tan Mag Semi-Gloss,8-10,Light tan,Tested,Semi-gloss,Reduction,Opaque,Custer spar	56.80,Dolomite	13.60,Whiting	10.60,Zinc oxide	3.00,EPK	16.00,Magnesium carbonate	1.00,Rutile	4.00,,,,,,
630,Tan Mamo Matt,9 - 10,Tan,Untested,Matt,Reduction,Opaque,Custer feldspar	25.00,Kona F-4 feldspar	25.00,Calcined kaolin	15.00,EPK	10.00,Dolomite	20.00,Whiting	5.00,Rutile	3.00,Granular ilmenite	2.00,,,,,
631,Teal blue-green tourquoise,10,Teal blue green tourquoise,,,,,Potash feldspar	39.05,Dolomite	12.92,Colemanite	5.79,Magnesium carbonate	2.36,Zinc oxide	1.13,Kaolin	9.42,Flint	29.33,Cobalt oxide	0.50,Chrome oxide	0.50,Bentonite	0.30,,,
632,Teal Matt Rick's,9 - 10,teal blue,,matte,Ox. or Red.,Opaque,Potash feldspar	51.02,Dolomite	23.47,EPK	21.43,Whiting	4.08,Cobalt carbonate	1.02,Chrome oxide	1.02,Bentonite	1.02,,,,,,
633,Temmoku Mark's,9 - 10,Deep brown-black,Untested,Gloss,Reduction,Opaque,K-200 feldspar	45.00,Whiting	17.00,Grolleg clay	11.00,Flint	27.00,Red iron oxide	10.00,Bentonite	1.00,,,,,,,
634,Temmoku Secrest,9 - 10,brown,Untested,Glossy,Reduction,Translucent,Custer feldspar	53.00,EPK	6.00,Flint	24.00,Whiting	12.00,Barium carbonate	2.50,Zinc oxide	2.50,Red iron oxide	10.00,,,,,,
635,Temmoku-style glaze,10,black opaque,,glossy shiny,,,Feldspar	65.39,Whiting	11.54,China clay	7.69,Silica	15.38,Iron oxide	7.69,,,,,,,,
636,Temoku Oxidation,10,black breaking to brown on edges/where thin,Tested,Gloss,Oxidation,Opaque,Cornwall Stone	46.70,EPK	11.10,Silica	20.20,Whiting	14.50,Red iron oxide	7.50,Macaloid	0.50,,,,,,,
637,Tenmoku,9,brown to black,Untested,"shiny, glossy",reduction,,Custer feldspar	56.00,Silica	20.50,Whiting	16.00,Ball clay	7.50,Red iron oxide	8.00,Bentonite	2.16,,,,,,,
638,Tenmoku Yuteki (Oilspot),9 - 10,,Untested,,oxidation,,Potash feldspar	64.67,Silica	24.88,Whiting	5.47,Talc	4.98,Red iron oxide	7.96,Cobalt oxide	1.99,,,,,,,
639,Tesha Boubaric,9 - 10,red brown,,Semi-gloss,Reduction,Opaque,Kona F-4 feldspar	23.60,Whiting	17.98,Ball clay	29.21,Flint	29.21,Red iron oxide	13.48,,,,,,,,
640,Tesha Boubaric,9 - 10,iron red brown,,,,,Kona F-4 feldspar	23.60,Whiting	17.98,Ball clay	29.21,Flint	29.21,Red iron oxide	13.48,,,,,,,,
641,TESSHA,8,iron red brown,,,,,Cornwall Stone	28.05,Silica	50.92,Whiting	14.02,Kaolin	7.01,Red iron oxide	14.94,,,,,,,,
642,TESSHA KCAI BOUBARIC SATURATE IRON,10,iron red brown,,Semi-gloss,Reduction,Opaque,Kona F-4 feldspar	22.73,Whiting	18.18,Ball clay	29.55,Quartz	29.55,Red iron oxide	13.64,Bentonite	2.27,,,,,,,
643,Tessha Michael Simon,8 - 10,iron red brown,,,,,Potash feldspar	25.72,Ball clay	27.88,Whiting	18.52,Flint	27.88,Red iron oxide	11.32,,,,,,,,
644,Tessha Rust,10,iron red brown,,,,,Potash spar	24.72,Flint	28.09,Kentucky OM #4	26.97,Whiting	20.22,Red iron oxide	12.36,,,,,,,,
645,Textured Blue,9 - 10,deep purple to blue,,satin matte,reduction,,G-200 feldspar	21.03,Nepheline syenite	21.03,Kentucky OM #4	4.53,Gerstley borate	11.82,Dolomite	7.53,Talc	14.44,Silica	19.61,Cobalt oxide	3.00,,,,,
646,TH Blue,9,blue,Untested,?,Ox. or Red.,,Potash feldspar	42.80,Flint	26.60,Whiting	22.10,EPK	8.50,Cobalt carbonate	1.00,Titanium dioxide	3.00,Black nickel oxide	1.00,,,,,,
647,Tomato Red,9 - 10,Red rust iron,Tested,Glossy or shiny,Reduction,Opaque,Kona F-4 spar	45.00,Whiting	7.00,Bone ash	11.00,Flint	24.00,Grolleg	7.00,Magnesium carbonate	6.00,Red iron oxide	8.00,Bentonite	2.00,,,,,
648,Tomato Red,8 - 10,,,,,,Potash feldspar	50.00,Silica	22.73,Kaolin	9.09,Dolomite	9.09,Bone ash	9.09,Red iron oxide	9.09,Bentonite	1.82,,,,,,
649,Tomato Red,10,Red rust iron,,,,,Bone ash	11.60,Magnesium carbonate	7.10,Kona F-4 feldspar	48.30,Georgia kaolin	7.10,Silica	25.90,Red iron oxide	7.10,Bentonite	1.30,,,,,,
650,Tomato Red,10,Red rust iron,,,,,Kona F-4 feldspar	48.21,Silica	25.89,EPK	7.14,Magnesium carbonate	7.14,Bone ash	11.61,Red iron oxide	7.14,,,,,,,
651,Tomato Red,8 - 10,,,,,,Potash feldspar	50.00,Silica	22.73,Kaolin	9.09,Dolomite	9.09,Bone ash	9.09,Red iron oxide	9.09,Bentonite	1.82,,,,,,
652,Tomato Red K.C.,10,Untested,Untested,shiny glossy,Ox. or Red.,,Bone ash	10.93,Kona F-4 feldspar	45.38,Flint	24.36,Kaolin	6.72,Magnesium carbonate	5.88,Whiting	6.72,Red iron oxide	6.72,,,,,,
653,Tomato Red- Coleman,8 - 10,orange iron red,,glossy shiny,,,G-200 feldspar	48.70,Silica	16.12,EPK	6.65,Talc	9.24,Whiting	7.44,Bone ash	11.84,Red iron oxide	11.72,,,,,,
654,Tomatoe Red,9 - 10,Red Orange Opaque,Tested,Glossy or shiny,Reduction,,Kona F-4 Spar	45.00,Whiting	7.00,Bone ash	11.00,Flint	24.00,Grolleg	7.00,Magnesium carbonate	6.00,Red iron oxide	8.00,Bentonite	2.00,,,,,
655,Touch of Moon,10,jade green,,semi-matte,,,Nepheline syenite	50.00,Whiting	30.00,EPK	20.00,Cobalt carbonate	1.00,Chrome oxide	1.00,,,,,,,,
656,Tourquoise,10,tourquoise,,stable,,,Custer spar	34.45,Gerstley borate	4.03,Dolomite	18.12,Whiting	4.03,EPK	23.27,Silica	16.11,Cobalt carbonate	1.01,Chrome oxide	0.50,,,,,
657,Translucent Gray-White,8,Gray white,,semimatt,,,Feldspar	40.00,Whiting	18.00,Cornwall Stone	18.00,Tennessee #1 ball clay	20.00,Magnesium carbonate	4.00,Bentonite	1.00,,,,,,,
658,Transparent/Clear,9-10,Clear,Tested,Gloss,Ox. or Red.,Transparent,Potash feldspar	778.40,Whiting	603.00,EPK	570.50,Flint (silica)	940.80,Bentonite	28.90,,,,,,,,
659,Turquoise,10,Turquoise,,Satin matt,,Opaque,Custer spar	34.50,Gerstley borate	4.00,Dolomite	18.10,Whiting	4.00,EPK	23.30,Silica	16.10,Cobalt carbonate	1.00,Chrome oxide	0.50,,,,,
660,V&O Lt Blue,9 - 10,,,,reduction,,Whiting	19.03,Flint	31.94,EPK	19.42,G-200 feldspar	26.70,Barnard slip	2.91,,,,,,,,
661,V.C. AA COBALT BLUE,9-10,Blue Semi-Opaque,Tested,Matte,Reduction,,Cornwall Stone	46.00,Whiting	34.00,EPK	20.00,Cobalt carbonate	2.00,,,,,,,,,
662,V.C. AA COPPER BLUE-GREEN,9-10,Semi-Opaque Blue-Green,Tested,Matte,Reduction,,Cornwall Stone	46.00,Whiting	34.00,EPK	20.00,Copper carbonate	4.00,Tin oxide	4.00,,,,,,,,
663,V.C. AA TAFFY,9-10,Yellow Semi-Opaque,Tested,Matte,Reduction,,Cornwall Stone	46.00,Whiting	34.00,EPK	20.00,Titanium dioxide	6.00,Red iron oxide	4.00,,,,,,,,
664,V.C. Black B,10,Black,Untested,Satin-Matt,Ox or Red,,Albany Slip	65.00,Nepheline syenite	15.00,Barium carbonate	10.00,Talc	10.00,Chrome Oxide	1.00,Manganese dioxide	2.00,Cobalt oxide	1.00,Iron Oxide	4.00,,,,,
665,V.C. BLACK SATIN MATT,10,black,Tested,matte,Reduction,,Kona F-4  Spar	20.00,Custer feldspar	20.00,Dolomite	15.00,Talc	13.00,Whiting	2.00,Ball clay	10.00,Flint	20.00,Chrome Oxide	1.00,Red iron oxide	3.00,Manganese dioxide	2.00,Cobalt oxide	3.00,,
666,V.C. BMI,9 - 10,Black Opaque,Untested,Dry Matt,Ox or Red,,Albany Slip	40.00,Nepheline Sye	20.00,Wollastonite	10.00,Talc	10.00,Dolomite	10.00,Barium carbonate	10.00,Cobalt carbonate	2.00,Manganese dioxide	2.00,Copper carbonate	2.00,Red iron oxide	2.00,,,
667,V.C. Good Color Satin Matt,9 - 10,Various,,Satin matt,Ox. or Red.,Opaque,Nepheline syenite	27.00,Lithium carbonate	18.00,Gerstley borate	5.00,Wollastonite	8.00,Talc	14.00,EPK	8.00,Flint	20.00,,,,,,
668,V.C. Ingerson Matt,9 - 10,Various,Untested,Smooth Dry Matt,Reduction,,Kona F-4 Feldspar	50.00,Flint	14.00,EPK	10.00,Whiting	16.00,Talc	10.00,,,,,,,,
669,V.C. IR-A,9 - 10,Plum to black,Untested,Glossy,Reduction,,Custer spar	35.00,Gerstley borate	20.00,Whiting	15.00,EPK	10.00,Flint	20.00,Red iron oxide	10.00,,,,,,,
670,V.C. IR-B,9 - 10,Plum to brown,Untested,Glossy Satin,Reduction,,Nepheline syenite	24.00,Kona F-4 Spar	24.00,Zinc oxide	20.00,Whiting	10.00,Flint	20.00,EPK	2.00,Red iron oxide	10.00,Bentonite	1.00,,,,,
671,V.C. IR-C,9 - 10,Plum,Untested,Glossy Satin,Reduction,,Custer spar	40.00,Cornwall Stone	20.00,Whiting	10.00,Flint	20.00,Gerstley borate	5.00,EPK	5.00,Red iron oxide	10.00,,,,,,
672,V.C. IR-D,9 - 10,Plum to black,Untested,Glossy,Reduction,,K-200 Spar	50.00,Whiting	12.00,Zinc oxide	2.00,EPK	10.00,Flint	26.00,Red iron oxide	10.00,,,,,,,
673,V.C. IR-E,9 - 10,Rust to black,Untested,Glossy,Reduction,,K-200 Spar	40.00,Flint	30.00,Whiting	20.00,EPK	10.00,Red iron oxide	10.00,,,,,,,,
674,V.C. IR-F,9 - 10,Brown to black,Untested,Glossy,Reduction,,Custer feldspar	50.00,Gerstley borate	15.00,Whiting	10.00,Flint	20.00,EPK	5.00,Red iron oxide	10.00,,,,,,,
675,V.C. IR-G,9 - 10,Temmoku,Untested,Glossy,Reduction,,K-200 Feldspar	80.00,Whiting	10.00,EPK	10.00,Red iron oxide	10.00,,,,,,,,,
676,V.C. IR-H,9 - 10,Plum to black,Untested,Glossy,Reduction,,Custer feldspar	30.00,Kona F-4 Feldspar	30.00,Wollastonite	5.00,Gerstley borate	5.00,Whiting	10.00,EPK	5.00,Flint	15.00,Red iron oxide	10.00,Bentonite	2.00,,,,
677,V.C. IR-I,9 - 10,Plum to black,Untested,Glossy Satin,Reduction,,Cornwall Stone	42.00,Whiting	16.00,Gerstley borate	2.00,Zinc oxide	2.00,Flint	26.00,EPK	12.00,Red iron oxide	10.00,,,,,,
678,V.C. IR-J,9,,Untested,shiny,Reduction,,Custer feldspar	40.00,Whiting	20.00,EPK	10.00,Flint	30.00,Red iron oxide	10.00,,,,,,,,
679,V.C. Karen Starshine,9 - 10,Opaque,Tested,Glossy or shiny,Ox. or Red.,,K-200  Feldspar	51.00,Soda ash	4.00,Gerstley borate	6.00,Whiting	13.00,Barium carbonate	4.00,Lithium carbonate	1.00,Flint	21.00,Macaloid	2.00,Titanium dioxide	2.00,,,,
680,V.C. Kyllikki Matt Revised,10?,,Untested,matte,Ox or Red,,K-200 Spar	50.00,Barium carbonate	30.00,Kaolin	10.00,Whiting	10.00,,,,,,,,,
681,V.C. L.P. Matt,9,Grey-blue to black,Untested,Satin Matt,Reduction,,Kona F-4 Spar	30.00,Dolomite	20.00,Calcined kaolin	10.00,Barium carbonate	15.00,Flint	10.00,EPK	15.00,Cobalt carbonate	1.00,Granular Manganese	0.50,,,,,
682,V.C. Matt R,9,Tan to Rust,Untested,Stoney Matt,Ox or Red,,Custer feldspar	28.26,Dolomite	28.26,EPK	26.09,Whiting	8.70,Flint	8.70,Tin oxide	8.70,,,,,,,
683,V.C. Polished Marble,9 - 10,Off-white,Untested,Satin Matt,Ox or Red,,Grolleg	30.00,Whiting	30.00,Barium carbonate	30.00,Flint	10.00,Rutile	4.00,,,,,,,,
684,V.C. Red Yellow Matt Pale,9,Rust to olive,Untested,Matte,Reduction,,Custer spar	49.02,Whiting	19.61,Barium carbonate	15.69,EPK	13.73,Bone ash	1.96,Yellow Ochre	4.90,Rutile	2.94,,,,,,
685,V.C. Red Yellow Matt Revised,9 - 10,Rust to Yellow,,Matt,Reduction,Opaque,Custer feldspar	50.00,Barium carbonate	15.00,Whiting	20.00,EPK	15.00,Yellow ochre	5.00,Rutile	2.00,,,,,,,
686,V.C. Rich Matt Blue,9 ONLY,Blue to black Semi-Opaque,Untested,Satin,Reduction,,Custer spar	36.00,Gerstley borate	4.00,Dolomite	18.00,Whiting	4.00,EPK	22.00,Flint	16.00,Cobalt carbonate	1.00,Chrome Oxide	0.25,Manganese dioxide	0.50,,,,
687,V.C. Rich Matt Blue Rev. KG,10,Blue Semi-Opaque,Untested,Matte Satin,Reduction,,Custer feldspar	39.00,Gerstley borate	2.00,Dolomite	21.00,Whiting	2.00,EPK	25.00,Flint	11.00,Cobalt carbonate	1.00,Chrome Oxide	0.25,Manganese dioxide	0.50,,,,
688,V.C. Satin Doll Black,10,black,Untested,Satin matt,Ox. or Red.,Opaque,Albany Slip	65.00,Nepheline syenite	15.00,Barium carbonate	10.00,Talc	10.00,Chrome oxide	1.00,Red iron oxide	2.00,Manganese dioxide	2.00,Cobalt carbonate	2.00,,,,,
689,V.C. Satin Doll Black Revised,9 - 10,black,,Satin matt,Ox. or Red.,Opaque,Redart	40.00,Nepheline syenite	15.00,Barium carbonate	10.00,Talc	15.00,Whiting	10.00,Flint	10.00,Chrome oxide	1.00,Red iron oxide	2.00,Manganese dioxide	2.00,Cobalt carbonate	2.00,,,
690,V.C. Saturated Iron,9 - 10,Black to Plum Red,,Glossy Satin,Reduction,Opaque,Custer feldspar	20.00,Kona F-4	14.00,Whiting	17.00,Barium carbonate	3.00,EPK	15.00,Flint	31.00,Red iron oxide	10.00,,,,,,
691,V.C. TB 2,9 - 10,clear,Untested,Bright Glossy,Ox. or Red.,Transparent,K-200 Feldspar	46.00,Gerstley borate	12.00,Dolomite	8.00,Zinc oxide	2.00,Whiting	2.00,EPK	2.00,Flint	28.00,,,,,,
692,V.C. TB 3,9 - 10,clear,Untested,Bright Glossy,Ox. or Red.,Transparent,K-200 Feldspar	40.00,Whiting	18.00,Flint	28.00,EPK	10.00,Zinc oxide	2.00,Wollastonite	2.00,,,,,,,
693,V.C. TMC,9 - 10,Black Clear,Untested,Satin Matt,Ox or Red,,Albany Slip	30.00,Cornwall Stone	30.00,Barium carbonate	30.00,EPK	10.00,Red iron oxide	4.00,,,,,,,,
694,V.C. Transparent Base 3,9 - 10,clear,Untested,Bright Glossy,Ox. or Red.,Transparent,K-200 feldspar	40.00,Whiting	18.00,Flint	28.00,EPK	10.00,Zinc oxide	2.00,Wollastonite	2.00,,,,,,,
695,VC Rich Matt Blue,9 - 10,blue brown,,satin matte,reduction,,G-200 feldspar	39.00,Gerstley borate	2.00,Dolomite	21.00,Whiting	2.00,EPK	25.00,Flint	11.00,Cobalt carbonate	1.00,Chrome oxide	0.25,Manganese dioxide	0.50,,,,
696,Vert antique,8-10,Vert antique. Medium green,Tested,Semi-gloss,Reduction,Opaque,Custer spar	56.80,Dolomite	13.60,Whiting	10.60,Zinc oxide	3.00,EPK	16.00,Rutile	2.00,Copper carbonate	2.00,Cobalt carbonate	3.00,,,,,
697,Vickie's Barnard,6 - 9,chocolate brown,Untested,glassy,Oxidation,,Barnard clay	72.22,Custer feldspar	16.67,Whiting	11.11,,,,,,,,,,
698,Volcanic Ash glaze,8-10,,Untested,Satin matt,Oxidation,,Fireclay	31.30,Custer spar	25.90,Dolomite	19.00,Volcanic ash	10.30,Gerstley borate	5.50,Flint	4.90,Bone ash	3.10,Opax	3.40,Bentonite	1.00,,,,
699,Volcanic Ash glaze recalc,8-10,,Untested,Satin matt,Oxidation,,EPK	27.20,Custer feldspar	24.40,Dolomite	19.70,Whiting	1.40,Flint	14.30,Frit 3134	12.30,Rutile	0.70,Opax	3.50,Bentonite	1.00,,,,
700,Wash Blue Overglaze Cardew,6-10,Blue,,,Ox. or Red.,Semi-opaque,Talc	10.00,Redart	15.00,Kaolin	20.00,Cobalt carbonate	20.00,Tin oxide	20.00,Manganese dioxide	10.00,Red iron oxide	5.00,,,,,,
701,Wash: Rutile/Iron Mix,10,,,,Reduction,,Iron oxide	50.00,Rutile	25.00,Gerstley borate	25.00,,,,,,,,,,
702,Waxy Matt Blue,9 - 10,brown to broken blue,,satin matte,reduction,,G-200 feldspar	39.00,Dolomite	7.00,Gerstley borate	12.00,Talc	15.00,EPK	4.00,Flint	23.00,Rutile	4.00,Cobalt carbonate	0.50,,,,,
703,White / Lavender Waxy,10,white base,,Waxy,,,Custer feldspar	38.32,Gerstley borate	15.89,Dolomite	6.54,Talc	15.89,Ball clay	4.67,Flint	18.69,Bentonite	1.40,Zircopax	4.67,,,,,
704,White 3-D,9 - 10,white,,Satin matt,Ox. or Red. or soda,Opaque,Dolomite	24.00,Nepheline syenite	71.00,Ball clay	5.00,Bentonite	3.00,Tin oxide	9.50,,,,,,,,
705,White AV,10,,,Gloss,Ox. or Red.,Opaque,Flint	54.60,Whiting	18.20,EPK	14.60,Custer feldspar	6.30,Spodumene	4.20,Magnesium carbonate	1.90,Zircopax	12.00,,,,,,
706,White Bruno's,9 - 10,white,Untested,,reduction,,Custer feldspar	32.10,Silica	21.40,EPK	10.70,Gerstley borate	17.90,Whiting	8.90,Dolomite	8.90,Zircopax	8.90,,,,,,
707,White Chancey's AV revised,10,White,,Gloss,Reduction,Opaque,Silica	49.70,Whiting	15.90,Magnesium carbonate	2.00,EPK	9.10,Custer feldspar	19.10,Spodumene	4.30,,,,,,,
708,White Charlie,9 - 10,White w/ orange speckling,,Satin matt,Ox. or Red.,Opaque,Dolomite	27.00,Spodumene	20.00,Potash feldspar	27.00,EPK	16.00,Flint	10.00,Tin oxide	5.00,Bentonite	2.00,,,,,,
709,White Charlie D,9-10,White,,Satin matt,Ox. or Red.,Opaque,Nepheline syenite	20.00,F-4 spar	20.00,Dolomite	15.00,Talc	15.00,Ball clay	10.00,Silica	20.00,Zircopax Plus	9.00,,,,,,
710,White Cornwall,10,White,,Satin matt,Reduction,Opaque,Cornwall Stone	73.00,Whiting	9.50,Talc	5.50,EPK	10.50,Bone ash	1.50,,,,,,,,
711,White Cornwall,10,White,,Satin matt,Reduction,Opaque,Cornwall Stone	73.00,Whiting	9.50,Talc	5.50,EPK	10.50,Bone ash	1.50,,,,,,,,
712,White Eustis,9,White,,Satin matt,Ox. or Red.,Semi-opaque,g22	35.00,EPK	25.00,Dolomite	20.00,Whiting	5.00,Flint	15.00,,,,,,,,
713,White Fat,10,White,Tested,Satin matt,Ox. or Red. or soda,Opaque,G-200 feldspar	36.00,Ball clay	27.00,Whiting	26.00,Flint	5.00,Zircopax	6.00,,,,,,,,
714,White Hanlin's Gloss,10,White,,Gloss,,Opaque,Custer feldspar	31.73,Barium carbonate	15.38,Whiting	12.50,Kaolin	11.54,Flint	24.04,Zinc oxide	4.81,Ultrox	7.69,,,,,,
715,White Ian Anderson's Dynamite,9-10,White,,Satin matt,Ox. or Red.,Opaque,Frit 3134	7.50,Spodumene	22.00,F-4 spar	11.00,Wollastonite	8.50,Talc	21.00,EPK	9.00,Silica	21.00,,,,,,
716,White Leach,9-10,White,,,Ox. or Red.,Opaque,G-200 feldspar	40.00,Flint	30.00,Whiting	20.00,EPK	10.00,Superpax	8.00,Tin oxide	2.00,,,,,,,
717,White Mamo Matt,9,White Semi-Opaque,Untested,matte,Reduction,Opaque,Custer feldspar	25.00,Kona F-4 feldspar	25.00,Dolomite	20.00,Whiting	5.00,Calcined kaolin	15.00,EPK	10.00,,,,,,,
718,white Matt,9,white,,matt,,,Feldspar	41.18,Flint	29.41,Calcium carbonate	12.94,Kaolin	16.47,Manganese carbonate	17.65,,,,,,,,
719,White Opaque Glossy,9 - 10,white,,Glossy,Ox. or Red.,Opaque,Custer feldspar	40.00,Flint	30.00,Whiting	20.00,EPK	10.00,Zircopax	12.00,,,,,,,,
720,White Pete's Charlie Ian Anderson,9-10,Clear,,Gloss,Ox. or Red.,Translucent,Frit 3134	7.00,Spodumene	15.00,Nepheline syenite	10.00,Bone ash	11.00,Talc	20.00,EPK	13.00,Silica	24.00,,,,,,
721,White PV,8 - 10,White,,shiny glossy,,Opaque,Plastic vitrox	50.00,Colemanite	50.00,Zircopax	15.00,,,,,,,,,,
722,White Satin Matt Orielly,9 - 10,White,,Satin,Ox. or Red.,Opaque,Custer feldspar	56.00,Barium carbonate	2.00,Dolomite	8.00,Whiting	10.00,EPK	6.00,Zinc oxide	4.00,Petalite	3.00,Flint	11.00,Zircopax	6.00,,,,
723,White Satin Matte Margaret's,9,White,,Satin matt,Oxidation,Semi-opaque,Custer feldspar	43.00,Gerstley borate	12.00,Dolomite	7.00,Talc	14.00,Kaolin	5.00,Flint	19.00,,,,,,,
724,White Satin Matte Margaret's Glaze calc prob,9,White,,Satin matt,Oxidation,Semi-opaque,Nepheline syenite	20.30,Talc	19.10,Wollastonite	2.60,Kaolin - theoretical	12.20,Silica	22.90,Frit 3134	20.20,,,,,,,
725,White Semi-Matt,10,white,,semi-matt,Reduction,Semi-opaque,Cornwall Stone	84.21,Whiting	15.79,Tin oxide	5.26,,,,,,,,,,
726,White Shiny,9-10,White,,Gloss,Reduction,Semi-opaque,Kona F-4 feldspar	56.00,Flint	21.00,Whiting	15.00,Kentucky OM #4	8.00,Tin oxide	1.10,Bentonite	2.20,Zircopax	8.79,,,,,,
727,White Sperry,10,White,,Gloss,Reduction,Opaque,Custer feldspar	71.43,Kentucky OM #4	14.29,Talc	9.52,Colemanite	4.76,,,,,,,,,
728,White Sycamore,9 - 10,white,,Gloss,Ox. or Red.,Opaque,Whiting	18.20,Custer feldspar	50.20,EPK	12.60,Flint	19.10,Zircopax	25.50,,,,,,,,
729,White Temple,10,white,,Waxy,,Opaque,Potash feldspar	34.31,Dolomite	19.31,Whiting	2.55,EPK	22.25,Flint	19.61,Bentonite	1.96,,,,,,,
730,White V.C. Matt,9 - 10,White,Untested,Satin Matte,Ox or Red,Translucent,Kona F-4 spar	25.00,Custer spar	20.00,Whiting	9.00,Dolomite	10.00,Talc	6.00,EPK	4.00,Calcined kaolin	14.00,Flint	12.00,Bentonite	2.00,,,,
731,White Waxy,6 - 10,White,Untested,fat waxy satin matt,Ox. or Red.,Opaque,Kingman feldspar	41.00,Silica	20.00,Talc	15.00,Gerstley borate	12.00,Dolomite	7.00,EPK	5.00,,,,,,,
732,White Waxy Matt,10,white,Untested,Waxy,Ox. or Red.,Semi-opaque,Custer feldspar	46.59,Gerstley borate	15.91,Dolomite	7.95,Kaolin	5.68,Flint	23.86,Ultrox	6.82,,,,,,,
733,White Yanigara,10 - 11,White,,Satin matt,Reduction,Opaque,G-200 feldspar	39.70,Talc	12.90,Whiting	16.80,Silica	27.70,EPK	3.00,Bentonite	2.00,,,,,,,
734,Woo Base,9 - 10,Yellow Opaque,Untested,Stoney Matt,Reduction,,Kona F-4 Spar	34.00,Barium carbonate	25.00,Dolomite	12.00,EPK	7.00,Flint	7.00,Zircopax	15.00,,,,,,,
735,Yellow Amber,10,Amber,,Gloss,Salt - Soda,Opaque,Custer feldspar	29.00,Whiting	20.50,EPK	19.00,Flint	31.50,Rutile	7.00,,,,,,,,
736,YELLOW Amber Martin,10,iron yellow brown,,,,,Custer feldspar	33.00,Dolomite	11.00,Whiting	17.00,Zinc oxide	6.00,EPK	11.00,Silica	22.00,Rutile	5.00,Red iron oxide	2.00,,,,,
737,YELLOW AME,10,iron yellow brown,,,,,Custer feldspar	33.00,Dolomite	11.00,Whiting	17.00,Zinc oxide	6.00,EPK	11.00,Silica	22.00,Rutile	5.00,Red iron oxide	2.00,,,,,
738,Yellow Ferg,10,,,Satin matt,Reduction,,Potash feldspar	46.30,Dolomite	15.00,Whiting	9.20,Bone ash	7.40,Kaolin	22.20,Zircopax	7.40,Red iron oxide	1.10,Rutile	1.10,,,,,
739,Yellow Ferg,10,Yellow,,Satin matt,Reduction,Opaque,Potash feldspar	46.30,Dolomite	15.00,Whiting	9.20,Bone ash	7.40,Kaolin	22.20,Zircopax	7.40,Red iron oxide	1.10,Rutile	1.10,,,,,
740,Yellow GWashington Lewis,10,yellow,,matte,reduction,Opaque,F-4 feldspar	43.36,Strontium carbonate	18.44,Dolomite	11.56,Talc (milled white)	1.22,Kentucky OM #4	11.22,Silica	14.20,Red iron oxide	2.84,,,,,,
741,Yellow Korman,9 - 10,Yellow,Untested,Matt,Reduction,Opaque,Kona F-4 spar	40.00,Barium carbonate	30.00,EPK	8.00,Flint	10.00,Dolomite	12.00,Red iron oxide	6.00,,,,,,,
742,Yellow Lewis,10,yellow,,matte,reduction,,F-4 feldspar	33.86,Strontium carbonate	18.38,Dolomite	11.75,Ball clay	6.98,Plastic vitrox	24.18,Silica	4.84,Red iron oxide	2.90,,,,,,
743,Yellow Lewis RR rev,10,yellow,,matte,reduction,,F-4 feldspar	34.00,Strontium carbonate	18.50,Dolomite	12.00,Kentucky OM #4	13.00,G-200 spar	9.50,Silica	13.00,Red iron oxide	3.00,,,,,,
744,Yellow Matt Flow,9-10,Yellow,,Matt,Reduction,Opaque,Cornwall Stone	53.00,Flint	14.00,EPK	8.00,Whiting	26.00,Red iron oxide	3.00,Rutile	10.00,,,,,,,
745,Yellow Salt Horie,10,Yellow,,Gloss,Salt - Soda,Opaque,Nepheline syenite	63.90,Dolomite	21.10,Kentucky OM #4	4.30,Superpax	16.00,Bentonite	4.00,Red iron oxide	1.00,,,,,,,
746,Yellow School Bus,10,Yellow,,Gloss,Ox. or Red.,Opaque,NC-4 feldspar	18.00,Custer feldspar	21.00,Dolomite	6.00,Whiting	9.00,Strontium carbonate	12.00,Ball clay	10.00,Flint	16.00,Zircopax	8.00,,,,,
747,Yellow Winokur,10,,Untested,matt,reduction,,Potash feldspar	53.23,Dolomite	19.39,EPK	22.91,Whiting	4.48,Zircopax	16.92,Tin oxide	3.49,Red iron oxide	1.30,,,,,,
748,Yellow Woo,9 - 10,Yellow Opaque,Untested,Stoney Matt,Reduction,,Kona F-4 spar	34.00,Barium carbonate	25.00,Dolomite	12.00,EPK	7.00,Flint	7.00,Zircopax	15.00,Red iron oxide	3.00,,,,,,
